ID	LABEL	Parent	IAO:0000115	IAO:0000119	IAO:0000117	IAO:0000118	obo:T4FS_0000564	obo:T4FS_0000565	oboInOwl:created_by	oboInOwl:creation_date	rdfs:comment	owl:deprecated	obo:IAO_0000233
obo:T4FS_0000276	data custodian	role	Individual or organisation responsible for the IT infrastructure providing and protecting data in conformance with the policies and practices prescribed by data governance.	RDMT. https://terms.codata.org/rdmt/data-custodian	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466	Technical data steward|Data manager							
obo:T4FS_0000280	data de-noising	curation	Removing noise from data.	RDMT. https://terms.codata.org/rdmt/data-de-noising	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000161	data destruction	information security	Process of destroying data stored on tapes, hard disks and other forms of electronic media so that it is completely unreadable and cannot be accessed or used.	RDMT. https://terms.codata.org/rdmt/data-destruction	https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000073	data dictionary	data stewardship technical concept	Collection of descriptions of the data objects or items in a data model. After each data object or item is given a descriptive name, its relationship is described (or it becomes part of some structure that implicitly describes relationship), the type of data (such as text or image or binary value) is described, possible predefined values are listed, and a brief textual description is provided. This collection can be organised for reference into a data dictionary.	RDMT. https://terms.codata.org/rdmt/data-dictionary	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000076	data discovery	data stewardship activity	The ability to find and comprehend data produced by people other than yourself.	[PMQ]	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982	Data search					AL 15.3.22: tidied label from "discover other peoples data" to "Data discovery"		
obo:T4FS_0000418	data dredging	data analysis	Data mining practice in which large volumes of data are analysed seeking any possible relationships between data. The traditional scientific method, in contrast, begins with a hypothesis and follows with an examination of the data. Data dredging often circumvents traditional data mining techniques and may lead to premature conclusions. Uncovered patterns may be presented as statistically significant without any specific hypothesis as to the underlying causality.	RDMT. https://terms.codata.org/rdmt/data-dredging	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466	Data fishing							
obo:T4FS_0000504	data driven decision management	governance	Approach to governance that values decisions that can be backed up with data that can be verified. The success of the data-driven approach is reliant upon the quality of the data gathered and the effectiveness of its analysis and interpretation. Errors can creep into data analytics processes at any stage of the endeavour and serious issues can result when they do.	RDMT. https://terms.codata.org/rdmt/data-driven-decision-management	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466	DDDM							
obo:T4FS_0000055	data driven disaster	data stewardship activity	Serious problem caused by one or more ineffective data analysis processes.	RDMT. https://terms.codata.org/rdmt/data-driven-disaster	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000332	data element	data stewardship technical concept	Unit of data for which the definition, identification, representation (term used to represent it), and permissible values are specified by means of a set of attributes.	RDMT. https://terms.codata.org/rdmt/data-element	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000025	data entity	data stewardship technical concept	Object, event or phenomenon about which data are stored in a database and which has intermediate representation in a Data Model.	RDMT. https://terms.codata.org/rdmt/data-entity	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000354	data exploration	data analysis	Summarising the main characteristics of a dataset using visualisation.	RDMT. https://terms.codata.org/rdmt/data-exploration	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000098	data file format	data stewardship technical concept	Layout of a file in terms of how the data within the file are organised and encoded for storage.	RDMT. https://terms.codata.org/rdmt/data-file-format	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466	Research data format							
obo:T4FS_0000458	data governance	governance	Exercise of authority, control and shared decision making (planning, monitoring and enforcement) over the management of data assets. Overall management of the availability, usability, integrity, and security of the data employed in an organisation. A sound data governance program includes a governing body or council, a defined set of procedures, and a plan to execute those procedures.	RDMT. https://terms.codata.org/rdmt/data-governance	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000375	data harmonization	curation	Data harmonization is the process of making data from different sources comparable.	Modified from CASRAI. https://casrai.org/term/data-harmonization/	https://orcid.org/0000-0002-7702-4495|https://orcid.org/0000-0003-2687-1982								https://github.com/terms4fairskills/FAIRterminology/issues/17
obo:T4FS_0000515	data hygiene	curation	Collective processes conducted to ensure the cleanliness of data. Data are considered clean when they are relatively error-free.	RDMT. https://terms.codata.org/rdmt/data-hygiene	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000056	data identifier	'contributes to the implementation of' some 'F1. (meta)data are assigned a globally unique and persistent identifier'|persistent identifier	An identifier that uniquely distinguishes one set of data from all others.	Definition from now-deprecated CASRAI Glossary term: data-identifier	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
obo:T4FS_0000290	data ingestion	data acquisition	Process of obtaining, importing, and processing data for later use or storage in a database. This process often involves altering individual files by editing their content and/or formatting them to fit into a larger document. An effective data ingestion methodology begins by validating the individual files, then prioritises the sources for optimum processing, and finally validates the results. When numerous data sources exist in diverse formats (the sources may number in the hundreds and the formats in the dozens), maintaining reasonable speed and efficiency can become a major challenge. To that end, several vendors offer programs tailored to the task of data ingestion in specific applications or environments.	RDMT. https://terms.codata.org/rdmt/data-ingestion	https://orcid.org/0000-0003-2687-1982|https://orcid.org/0000-0002-5214-4466								
